Object, RefMetadataComponentId, RefMetadataComponentName, RefMetadataComponentNamespace, RefMetadataComponentType,ApexClass,ApexPage,CustomField,FieldSet,FlexiPage,Flow,Layout,LookupFilter,ValidationRule,WebLink,WorkflowFieldUpdate
Account,00NPU000000RVCw2AO,CGT_AccountPlanType,null,CustomField,X,,,,,X,,X,X,,
Account,00NPU000000RVCx2AO,CGT_Active,null,CustomField,X,,,,,,X,,X,,
Account,00NPU000000RVCy2AO,CGT_Activity_Sector_Division_Code,null,CustomField,X,,X,,,,,,,,
Account,00NPU000000RVCz2AO,CGT_Activity_Sector_Division_Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVD02AO,CGT_AllowNegativeBaseline,null,CustomField,X,,X,,,,,,X,,
Account,00NPU000000RVD12AO,CGT_Attribute10,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD22AO,CGT_Attribute11,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD32AO,CGT_Attribute12,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD42AO,CGT_Attribute13,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD52AO,CGT_Attribute14,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD62AO,CGT_Attribute15,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD72AO,CGT_Attribute16,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD82AO,CGT_Attribute17,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVD92AO,CGT_Attribute18,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDA2A4,CGT_Attribute19,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDB2A4,CGT_Attribute1,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDC2A4,CGT_Attribute20,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDD2A4,CGT_Attribute2,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDE2A4,CGT_Attribute3,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDF2A4,CGT_Attribute4,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDG2A4,CGT_Attribute5,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDH2A4,CGT_Attribute6,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDI2A4,CGT_Attribute7,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDJ2A4,CGT_Attribute8,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDK2A4,CGT_Attribute9,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVDL2A4,CGT_BannerCode,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDM2A4,CGT_BannerName,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDN2A4,CGT_Currency,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDP2A4,CGT_Customer_Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDQ2A4,CGT_Customer_Group_4,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDS2A4,CGT_Customer_Group_Code,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDT2A4,CGT_Customer_Group_Description,null,CustomField,X,X,,,,,,,,,
Account,00NPU000000RVDU2A4,CGT_Customer_Hierarchy_Level,null,CustomField,X,,X,,,,X,,X,,
Account,00NPU000000RVDV2A4,CGT_Customer_Relevant,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDZ2A4,CGT_Dimension_Code,null,CustomField,X,,X,,,,,,,,
Account,00NPU000000RVDb2AO,CGT_Direct_Indirect_Flag,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDc2AO,CGT_Distribution_Channel_Code,null,CustomField,X,,X,,,,,,,,
Account,00NPU000000RVDd2AO,CGT_Distribution_Channel_Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDe2AO,CGT_Fund_Level_ValidationCheck,null,CustomField,X,,X,,,,,,,,
Account,00NPU000000RVDf2AO,CGT_Generic_Customer,null,CustomField,X,,X,,,,,,,,
Account,00NPU000000RVDg2AO,CGT_HoldingCode,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDh2AO,CGT_Is_AllCustomer_Level1,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDi2AO,CGT_Is_Payer,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDj2AO,CGT_Level2Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDk2AO,CGT_Level3Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDl2AO,CGT_Level4Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDp2AO,CGT_Level_1,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000RVDq2AO,CGT_Level_2,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000RVDr2AO,CGT_Level_3,null,CustomField,X,,X,,,,X,,,,
Account,00NPU000000RVDs2AO,CGT_Level_4,null,CustomField,X,,X,,,,X,,,,
Account,00NPU000000RVDt2AO,CGT_Level_5,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000RVDu2AO,CGT_Level_6,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000RVDv2AO,CGT_Level_7,null,CustomField,X,,,,,,X,,,,
Account,00NPU000000RVDw2AO,CGT_Level_8,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVDx2AO,CGT_Market_Channel_Code,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVDy2AO,CGT_Market_Channel_Description,null,CustomField,X,X,,,,,,,,,
Account,00NPU000000RVE02AO,CGT_Market_Description,null,CustomField,X,X,,,,,,,,,
Account,00NPU000000RVE12AO,CGT_NCF_Flag,null,CustomField,X,,X,X,,,,,X,,
Account,00NPU000000RVE22AO,CGT_Planning_Level,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVE32AO,CGT_Region_Code,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVE42AO,CGT_Region,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVE52AO,CGT_SalesGroupCode,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVE62AO,CGT_SalesGroupDescription,null,CustomField,X,X,,,,,,,,,
Account,00NPU000000RVE72AO,CGT_SalesOfficeCode,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVE82AO,CGT_SalesOfficeDescription,null,CustomField,X,X,,,,,,,,,
Account,00NPU000000RVEB2A4,CGT_Sales_Organization,null,CustomField,X,,X,,,X,X,,,,X
Account,00NPU000000RVED2A4,CGT_SalesmanDescription,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVEE2A4,CGT_SellOutActualizationOffset,null,CustomField,,,X,,,,,,,,
Account,00NPU000000RVEG2A4,CGT_SubDivisonDescription,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVEI2A4,CGT_Territory_Description,null,CustomField,,,,,,,,,,,
Account,00NPU000000RVEJ2A4,CGT_Total_Customer_External_ID,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVEK2A4,CGT_VIP,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RVEN2A4,Origin_Id,null,CustomField,X,,,,,,,,,,
Account,00NPU000000RW4S2AW,CGT_Planning_Level_Rollup,null,CustomField,,,,,,,,X,,,
Account,00NPU000000RW4f2AG,CGT_AttributeSearchText,null,CustomField,,,,,,,,,,,
Account,00NPU000000RW4g2AG,CGT_CustomerType,null,CustomField,,,,,,,,,,,
Account,00NPU000000RW4h2AG,CGT_Customer_Unique,null,CustomField,X,X,,,,,,,,,
Account,00NPU000000RW4j2AG,CGT_Ext_Id_Name,null,CustomField,X,,,,,,,,,,
