Object, RefMetadataComponentId, RefMetadataComponentName, RefMetadataComponentNamespace, RefMetadataComponentType,ApexClass,ApexComponent,ApexPage,ApexTrigger,CustomField,EmailTemplate,FieldSet,FlexiPage,Flow,Layout,LookupFilter,ValidationRule,WaveDataflow,WebLink,WorkflowFieldUpdate
Account,00NJW000005g5b12AA,CGR_Wholesaler,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5b22AA,CGT_AccountPlanType,null,CustomField,X,,,,,,,,X,,X,,,,
Account,00NJW000005g5b32AA,CGT_Active,null,CustomField,X,,,,,,,,,X,,X,,,
Account,00NJW000005g5b42AA,CGT_Activity_Sector_Division_Code,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g5b52AA,CGT_Activity_Sector_Division_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5b62AA,CGT_AllowNegativeBaseline,null,CustomField,,,,,X,,,,,,,,,,
Account,00NJW000005g5b72AA,CGT_BannerCode,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5b82AA,CGT_BannerEU,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5b92AA,CGT_BannerName,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5bA2AQ,CGT_Currency,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5bC2AQ,CGT_Customer_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5bD2AQ,CGT_Customer_Group_4,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5bF2AQ,CGT_Customer_Group_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5bG2AQ,CGT_Customer_Group_Description,null,CustomField,X,,X,,,,,,,,,,,,
Account,00NJW000005g5bH2AQ,CGT_Customer_Hierarchy_Level,null,CustomField,X,,X,,X,,,,,X,X,X,,,
Account,00NJW000005g5bI2AQ,CGT_Customer_Relevant,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5bJ2AQ,CGT_Customer_Role_Valid_From,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5bK2AQ,CGT_Customer_Role_Valid_Thru,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5bM2AQ,CGT_Dimension_Code,null,CustomField,X,,,,X,,,,,,,,,,
Account,00NJW000005g5bO2AQ,CGT_Direct_Indirect_Flag,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5bP2AQ,CGT_Distribution_Channel_Code,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g5bQ2AQ,CGT_Distribution_Channel_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5bR2AQ,CGT_Generic_Customer,null,CustomField,X,,,,X,,,,,,,,,,
Account,00NJW000005g5bS2AQ,CGT_HoldingCode,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5bT2AQ,CGT_Is_AllCustomer_Level1,null,CustomField,X,,,,,,,,,,X,,,,
Account,00NJW000005g5bU2AQ,CGT_Is_Payer,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5dD2AQ,CGT_Level_1,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g5dE2AQ,CGT_Level_2,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g5dF2AQ,CGT_Level_3,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g5dG2AQ,CGT_Level_4,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5dH2AQ,CGT_Level_5,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5dI2AQ,CGT_Level_6,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5dJ2AQ,CGT_Level_7,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5dK2AQ,CGT_Level_8,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5dL2AQ,CGT_Market_Channel_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5dM2AQ,CGT_Market_Channel_Description,null,CustomField,X,,X,,,,,,,,,,,,
Account,00NJW000005g5dN2AQ,CGT_Market_Code,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5dO2AQ,CGT_Market_Description,null,CustomField,X,,X,,,,,,,,,,,,
Account,00NJW000005g5dP2AQ,CGT_NCF_Flag,null,CustomField,X,,,,,,,,,,,X,,,
Account,00NJW000005g5dS2AQ,CGT_Planning_Level,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5dT2AQ,CGT_Region_Code,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5dU2AQ,CGT_Region,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5dV2AQ,CGT_SalesGroupCode,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5dW2AQ,CGT_SalesGroupDescription,null,CustomField,X,,X,,,,,,,,,,,,
Account,00NJW000005g5dX2AQ,CGT_SalesOfficeCode,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5dY2AQ,CGT_SalesOfficeDescription,null,CustomField,X,,X,,,,,,,,,,,,
Account,00NJW000005g5db2AA,CGT_Sales_Organization,null,CustomField,X,,,,X,,,,,X,,,,,X
Account,00NJW000005g5dd2AA,CGT_SalesmanDescription,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5df2AA,CGT_SubDivisonDescription,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5dh2AA,CGT_Territory_Description,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g5di2AA,CGT_Total_Customer_External_ID,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5dj2AA,CGT_VIP,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g5dk2AA,CGT_isBGCustomer,null,CustomField,X,,,,,,,,,X,,,,,
Account,00NJW000005g5dn2AA,Origin_Id,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g72b2AA,CGR_Total_Listing_Modules,null,CustomField,,,,,,,,,,,,,,,
Account,00NJW000005g72c2AA,CGT_Planning_Level_Rollup,null,CustomField,,,,,,,,,,,X,,,,
Account,00NJW000005g72o2AA,CGR_Coverage_Foods,null,CustomField,,,,,X,,,,,X,,,,,
Account,00NJW000005g72p2AA,CGR_Level_1_Id,null,CustomField,X,,,,,,,,,,,,,,
Account,00NJW000005g72s2AA,CGR_Total_Target_Foods,null,CustomField,X,,,,X,,,,,X,,,,,
Account,00NJW000005g72t2AA,CGT_Customer_Unique,null,CustomField,X,,X,,,,,,,,,,,,
Account,00NJW000005g72v2AA,CGT_Ext_Id_Name,null,CustomField,X,,,,,,,,,,,,,,
